permit_id,application_date,province,mining_type,mineral_type,company_size,project_area,estimated_duration,distance_to_water,distance_to_protected_area,distance_to_indigenous_land,expected_employment,environmental_assessment_score,public_comments_received,public_opposition_percentage,company_compliance_history,previous_permits,approval_time_months,approval_confidence,approval_probability,decision_date
NRCAN-A1476,2020-12-01,British Columbia,Open-pit,"Zn,Cu,Ag",Medium,862.77,6,3.95,74.45,135.74,55,6.44,546,97.2,7.87,2,14.9,Medium,0.55,2022-02-21
NRCAN-A1477,2022-09-02,British Columbia,Open-pit,"Pb,Zn,Cu",Major,2808.09,2,4.9,59.62,29.57,331,5.83,955,47.0,7.12,18,10.1,High,0.8,2023-07-02
NRCAN-A1478,2022-04-22,British Columbia,Open-pit,"Cu,Au,Ag",Medium,2938.02,26,39.27,9.24,120.43,216,5.05,341,48.26,2.45,11,23.0,Low,0.5,2024-03-12
NRCAN-A1479,2021-12-01,British Columbia,Open-pit,"Cu,Ag,Au",Small,3314.63,22,42.63,59.16,122.65,306,1.94,365,61.64,5.87,13,27.6,Low,0.4,2024-03-08
NRCAN-A148,2021-05-23,British Columbia,Open-pit,"Cu,Au,Ag",Major,3710.04,9,37.1,15.95,86.91,311,4.32,942,97.51,7.28,6,16.7,Medium,0.65,2022-10-06
NRCAN-A1480,2021-01-12,British Columbia,Underground,"Cl,Bn,Cy",Major,3008.78,12,27.01,98.17,107.23,298,6.28,993,55.86,8.63,17,22.6,Medium,0.65,2022-11-21
NRCAN-A1481,2020-08-13,British Columbia,Open-pit,"Cu,Ag,Au",Small,567.65,12,38.66,25.97,135.8,206,5.99,479,7.39,6.64,12,7.9,Medium,0.7,2021-04-07
NRCAN-A1482,2022-12-13,British Columbia,Open-pit,"Au,Ag,Cu",Large,3952.89,27,7.69,69.6,149.12,251,4.73,143,56.52,7.17,10,17.3,Medium,0.65,2024-05-15
NRCAN-A1483,2023-08-19,British Columbia,Underground,"Ag,Pb,Zn",Medium,406.79,24,39.03,65.6,6.01,111,5.02,894,41.9,5.33,1,15.2,Medium,0.6,2024-11-17
NRCAN-A1485,2023-03-28,British Columbia,Open-pit,Pl,Medium,3850.59,17,37.54,43.0,140.19,218,5.86,163,30.33,5.48,11,15.1,Medium,0.7,2024-06-23
NRCAN-A1407,2021-08-01,British Columbia,Underground,Cl,Medium,975.22,23,23.81,20.52,33.25,96,6.19,548,13.28,3.65,19,12.3,Medium,0.65,2022-08-05
NRCAN-A1406,2020-08-27,British Columbia,Open-pit,Cl,Medium,4099.42,17,6.19,49.89,94.63,292,9.8,155,87.38,5.61,8,20.3,Medium,0.65,2022-04-28
NRCAN-A1405,2024-07-09,British Columbia,Underground,Cl,Small,2890.62,13,20.69,18.28,62.06,259,7.86,964,40.99,6.4,4,11.5,Medium,0.75,2025-06-19
NRCAN-A133,2022-06-08,British Columbia,Open-pit,"Au,Ag,Cu",Large,33.78,27,22.05,19.97,111.87,116,7.0,734,6.97,6.69,12,12.9,Medium,0.65,2023-06-30
NRCAN-A1330,2022-03-17,British Columbia,Open-pit,"Vl,Pa",Small,1989.09,3,20.34,24.74,77.62,224,3.9,385,81.14,8.18,5,26.1,Low,0.45,2024-05-08
NRCAN-A1331,2025-08-04,British Columbia,Open-pit,At,Small,2430.66,15,46.03,60.51,109.65,160,9.95,416,89.1,6.95,14,19.6,Medium,0.6,2027-03-15
NRCAN-A1332,2025-09-16,British Columbia,Open-pit,Au,Major,3716.59,16,49.6,41.5,136.42,341,2.64,783,26.49,7.82,17,22.4,Medium,0.65,2027-07-20
NRCAN-A1333,2024-02-26,British Columbia,Underground,Au,Medium,342.47,21,38.24,41.4,137.21,205,4.39,772,14.19,6.98,5,14.4,Medium,0.65,2025-05-03
NRCAN-A1334,2024-01-16,British Columbia,Underground,"Cu,Mo,Zn",Large,4620.71,17,39.65,18.17,45.17,362,8.14,436,19.61,9.31,17,15.6,High,0.9,2025-04-28
NRCAN-A1335,2023-10-14,British Columbia,Open-pit,"Cu,Zn,Pb",Medium,1327.15,13,10.5,78.74,23.78,256,5.54,720,86.78,7.77,1,16.2,Medium,0.6,2025-02-11
NRCAN-A1336,2024-09-30,British Columbia,Underground,"St,Fs,Ds",Small,1839.94,26,9.69,70.04,65.07,148,7.05,62,28.62,6.32,16,11.4,Medium,0.75,2025-09-07
NRCAN-A1337,2025-09-02,British Columbia,Underground,"Cu,Ag,Zn",Small,251.33,3,49.04,42.91,12.58,29,7.54,752,23.14,8.44,12,7.1,High,0.85,2026-04-03
NRCAN-A1338,2022-03-15,British Columbia,Open-pit,Cy,Major,3269.15,27,34.79,14.22,6.6,220,7.13,55,97.89,6.63,18,18.6,Medium,0.65,2023-09-24
NRCAN-A1339,2022-04-07,British Columbia,Open-pit,"Cu,Mo,Zn",Large,3547.52,20,34.37,71.47,146.72,310,2.82,743,67.0,7.71,19,24.9,Low,0.5,2024-04-23
NRCAN-A134,2020-12-20,British Columbia,Underground,"Au,Ag,Pb",Large,4644.67,20,14.38,89.88,145.77,355,4.0,415,83.22,8.42,14,19.9,Medium,0.65,2022-08-09
NRCAN-A1340,2021-07-22,British Columbia,Open-pit,"Do,Ls",Major,1690.78,23,44.34,17.83,52.77,145,5.05,910,74.71,9.64,3,18.0,Medium,0.55,2023-01-13
NRCAN-A1341,2023-10-21,British Columbia,Underground,"Au,Ag,Cu",Small,1294.27,5,2.32,60.27,123.08,152,6.52,700,37.4,10.0,18,14.2,Medium,0.75,2024-12-20
NRCAN-A1342,2022-08-26,British Columbia,Underground,"At,Bs",Medium,3633.17,9,13.8,42.43,33.51,261,5.48,267,86.27,10.0,12,16.6,Medium,0.65,2024-01-06
NRCAN-A1343,2021-10-11,British Columbia,Underground,"Ls,Wl",Large,3536.94,23,9.09,8.77,62.59,367,3.51,912,58.82,8.54,12,34.6,Low,0.3,2024-08-14
NRCAN-A1344,2021-01-12,British Columbia,Underground,"Gr,Ds,Bs",Large,4686.25,18,35.58,72.58,108.97,304,4.39,649,65.74,6.36,12,20.1,Medium,0.55,2022-09-07
NRCAN-A1345,2022-05-22,British Columbia,Underground,"Gr,Ds,Bs",Medium,1034.54,29,35.8,7.11,82.58,98,7.15,857,32.61,7.23,5,22.6,Medium,0.6,2024-03-30
NRCAN-A1346,2021-09-17,British Columbia,Underground,"At,Pa,Sd",Major,3529.41,11,26.78,70.22,123.17,293,1.0,171,98.12,5.22,0,23.5,Low,0.35,2023-08-23
NRCAN-A1347,2020-09-24,British Columbia,Open-pit,Ds,Major,343.67,11,0.36,28.12,147.01,50,5.3,731,85.46,5.64,14,20.0,Low,0.35,2022-05-17
NRCAN-A1348,2023-03-28,British Columbia,Open-pit,"Cu,Zn,Fe",Small,2407.04,16,43.7,56.57,1.35,226,7.38,923,14.81,6.86,17,23.3,Medium,0.7,2025-02-24
NRCAN-A1349,2021-09-01,British Columbia,Open-pit,Cu,Small,605.76,8,47.78,16.05,138.68,170,7.77,726,20.39,7.82,5,5.6,Medium,0.8,2022-02-16
NRCAN-A135,2024-11-10,British Columbia,Underground,"Cu,Au,Ag",Major,3269.2,27,10.2,37.09,62.02,352,1.79,275,74.86,5.2,6,26.2,Low,0.4,2027-01-05
NRCAN-A1350,2024-07-16,British Columbia,Open-pit,"Gr,Ds,Bs",Medium,3011.32,2,42.13,10.41,61.19,330,3.96,336,2.58,7.36,9,20.0,Medium,0.65,2026-03-08
NRCAN-A1351,2025-04-23,British Columbia,Open-pit,"At,Gr,Ds",Small,253.68,23,48.67,46.73,0.1,182,8.93,435,33.55,3.55,10,19.6,Medium,0.65,2026-12-02
NRCAN-A1329,2023-10-28,British Columbia,Open-pit,Ls,Large,1258.17,7,39.1,23.19,25.47,119,9.45,688,75.6,4.77,19,17.4,Medium,0.6,2025-04-02
NRCAN-A1352,2025-06-09,British Columbia,Open-pit,"Sh,Cy",Large,1604.89,21,16.42,21.33,125.15,165,2.48,491,53.25,5.92,7,30.7,Low,0.35,2027-12-17
NRCAN-A1328,2023-08-26,British Columbia,Underground,"Ls,At,Bs",Large,1441.16,26,4.95,44.53,71.44,199,5.73,203,32.37,4.24,6,17.1,Medium,0.65,2025-01-20
NRCAN-A1326,2022-09-30,British Columbia,Open-pit,Ls,Medium,2686.4,18,36.68,11.25,35.49,144,5.72,985,37.88,4.31,6,19.3,Medium,0.65,2024-05-01
NRCAN-A1303,2021-12-16,British Columbia,Open-pit,Cl,Medium,1130.36,22,34.77,7.66,129.25,247,4.81,839,78.13,6.09,0,26.6,Low,0.3,2024-02-22
NRCAN-A1304,2023-05-03,British Columbia,Underground,Cl,Major,1336.44,25,25.46,58.69,148.38,173,5.5,658,95.37,8.58,17,18.5,Medium,0.6,2024-11-08
NRCAN-A1305,2023-03-05,British Columbia,Underground,Cl,Major,476.64,19,7.96,77.74,36.24,93,4.92,618,7.52,9.04,5,7.6,Medium,0.7,2023-10-19
NRCAN-A1306,2021-10-02,British Columbia,Open-pit,Cl,Small,2676.56,17,31.68,20.18,5.17,221,3.71,657,70.82,9.08,18,22.8,Low,0.5,2023-08-17
NRCAN-A1307,2023-12-09,British Columbia,Open-pit,Cl,Major,2496.14,18,26.34,5.79,63.74,148,2.76,117,19.14,7.89,15,27.2,Low,0.4,2026-03-04
NRCAN-A1308,2024-02-15,British Columbia,Open-pit,Au,Medium,1742.4,8,28.29,7.99,134.5,204,6.37,719,3.4,10.0,16,15.6,Medium,0.6,2025-05-28
NRCAN-A1309,2021-07-12,British Columbia,Underground,Cl,Large,852.08,4,49.74,31.92,90.04,124,4.56,978,33.48,5.89,7,10.9,Medium,0.65,2022-06-04
NRCAN-A131,2021-06-24,British Columbia,Underground,"Cu,Ag,Mo",Large,4191.39,23,1.53,22.32,56.03,387,5.64,78,57.39,6.15,5,21.9,Low,0.5,2023-04-12
NRCAN-A1310,2025-07-03,British Columbia,Open-pit,Sh,Large,4383.13,18,45.76,22.39,115.82,281,2.9,476,60.14,5.15,6,28.8,Low,0.4,2027-11-14
NRCAN-A1311,2023-01-25,British Columbia,Open-pit,"Cu,Pb,Zn",Large,2707.49,28,42.11,45.85,106.85,146,7.16,846,4.92,6.65,3,13.2,Medium,0.7,2024-02-25
NRCAN-A1312,2020-10-21,British Columbia,Open-pit,"Ls,Cu",Medium,1228.68,11,20.83,8.49,107.03,211,5.38,891,92.78,6.5,12,25.0,Low,0.35,2022-11-10
NRCAN-A1313,2022-01-23,British Columbia,Underground,"Gr,Ds,Bs",Major,489.59,26,44.06,99.55,77.19,35,4.53,284,5.46,6.85,11,11.8,Medium,0.65,2023-01-12
NRCAN-A1314,2021-02-15,British Columbia,Underground,"Au,Ag,Fe",Major,4344.04,14,32.46,69.58,79.57,330,8.75,272,21.72,6.44,14,16.4,High,0.8,2022-06-21
NRCAN-A1315,2023-08-14,British Columbia,Underground,Ls,Large,489.3,13,44.48,3.03,83.37,68,4.13,526,43.25,8.37,18,19.0,Medium,0.55,2025-03-06
NRCAN-A1316,2023-12-18,British Columbia,Underground,Ls,Medium,75.77,24,29.78,69.19,82.89,129,6.3,167,94.57,6.64,3,21.2,Low,0.45,2025-09-14
NRCAN-A1317,2022-04-04,British Columbia,Open-pit,Ls,Small,2352.29,26,10.89,79.18,30.95,165,6.02,74,99.12,6.35,9,22.6,Medium,0.5,2024-02-11
NRCAN-A1318,2022-01-15,British Columbia,Open-pit,"Ls,Mb,Bs",Medium,3659.04,16,28.85,19.08,36.87,288,4.27,258,0.04,7.31,6,13.5,High,0.8,2023-02-24
NRCAN-A1319,2023-09-08,British Columbia,Open-pit,Ls,Major,2293.11,28,9.04,84.03,56.1,188,5.31,460,22.45,4.0,13,15.7,Medium,0.65,2024-12-22
NRCAN-A132,2025-10-12,British Columbia,Open-pit,"Ag,Pb,Zn",Small,266.54,12,7.13,61.18,128.32,58,5.77,677,50.14,4.1,11,15.3,Medium,0.5,2027-01-14
NRCAN-A1320,2025-06-14,British Columbia,Open-pit,"Gr,Ds,Bs",Major,3453.25,9,32.74,82.09,69.36,297,6.43,904,69.44,6.04,9,19.7,Medium,0.55,2027-01-26
NRCAN-A1321,2020-12-03,British Columbia,Open-pit,"Sv,Ds,Bs",Major,3215.24,7,47.38,71.67,138.95,186,5.32,374,65.67,7.74,6,15.6,Medium,0.6,2022-03-16
NRCAN-A1322,2022-03-31,British Columbia,Underground,"Sv,Ds,Bs",Large,3410.83,10,29.47,70.46,119.01,359,5.75,979,25.15,6.59,7,11.8,Medium,0.7,2023-03-20
NRCAN-A1323,2025-10-30,British Columbia,Underground,"Au,Ag,Cu",Large,1063.9,29,39.81,15.82,129.23,211,6.06,636,19.75,5.92,5,15.9,Medium,0.65,2027-02-19
NRCAN-A1324,2021-08-27,British Columbia,Open-pit,Ls,Large,3980.54,27,8.5,31.58,20.12,383,1.0,757,1.43,6.81,16,20.9,Medium,0.55,2023-05-16
NRCAN-A1325,2024-01-04,British Columbia,Open-pit,Ls,Large,2401.05,17,32.75,52.32,22.32,138,4.57,687,84.29,8.84,17,16.5,Medium,0.6,2025-05-13
NRCAN-A1327,2025-05-07,British Columbia,Underground,Ls,Major,2733.69,25,2.18,47.85,99.39,214,1.0,56,86.43,6.74,0,29.8,Low,0.35,2027-10-18
NRCAN-A1353,2021-10-28,British Columbia,Underground,"Sh,Cy",Medium,1981.22,10,9.33,18.79,113.85,278,6.38,391,20.49,8.13,0,11.3,Medium,0.75,2022-10-02
NRCAN-A1354,2021-09-07,British Columbia,Underground,Cy,Medium,1247.82,6,48.88,10.72,134.1,208,7.39,250,87.32,6.3,15,19.8,Medium,0.65,2023-04-24
NRCAN-A1355,2025-08-29,British Columbia,Underground,"Gr,Ds,At",Small,202.96,27,3.08,76.54,25.1,104,6.91,113,88.93,9.29,12,16.1,Medium,0.6,2026-12-25
NRCAN-A1383,2021-07-01,British Columbia,Open-pit,"At,Sd,Gv",Large,2600.67,21,2.02,57.47,143.6,300,7.11,62,43.07,6.84,5,20.8,Medium,0.75,2023-03-17
NRCAN-A1384,2020-10-20,British Columbia,Open-pit,"At,Sd,Gv",Small,2142.28,2,44.5,79.95,144.09,296,4.74,862,28.62,3.2,18,12.6,Medium,0.7,2021-11-02
NRCAN-A1385,2021-09-11,British Columbia,Underground,"At,Sd,Gv",Large,4902.9,8,32.99,73.54,0.06,358,7.62,93,1.67,6.82,15,22.4,Medium,0.7,2023-07-15
NRCAN-A1386,2020-10-28,British Columbia,Open-pit,"Gr,Ds,Bs",Medium,2485.87,28,13.82,86.57,94.78,143,3.26,642,34.74,7.36,9,20.2,Medium,0.6,2022-06-26
NRCAN-A1387,2025-10-29,British Columbia,Open-pit,"Zn,Ag,Pb",Small,4057.45,22,32.95,96.88,4.1,394,5.07,808,7.16,4.17,16,25.6,Medium,0.6,2027-12-06
NRCAN-A1388,2022-03-09,British Columbia,Underground,"Au,Cu,Ag",Large,3337.43,5,26.89,2.23,105.05,334,4.45,602,85.84,8.52,6,18.1,Low,0.45,2023-09-03
NRCAN-A1389,2021-06-08,British Columbia,Underground,"Gr,Ds,Bs",Small,2403.34,3,16.88,2.79,115.21,152,10.0,927,71.56,4.0,3,28.3,Low,0.35,2023-10-05
NRCAN-A139,2025-04-08,British Columbia,Open-pit,"Au,Ag,Zn",Major,2376.01,29,1.53,59.44,128.65,248,5.65,942,30.4,7.58,14,12.6,High,0.8,2026-04-21
NRCAN-A1390,2024-12-06,British Columbia,Open-pit,Cl,Large,1716.03,1,27.6,95.42,79.42,155,3.34,677,32.79,4.55,11,18.2,Medium,0.5,2026-06-05
NRCAN-A1391,2020-12-06,British Columbia,Underground,Sh,Large,543.84,16,4.2,48.57,127.52,99,1.79,889,56.96,8.05,15,25.3,Low,0.45,2023-01-04
NRCAN-A1392,2024-01-19,British Columbia,Underground,"Sv,Ds,Bs",Small,3809.73,10,40.53,83.98,138.58,310,6.22,261,79.8,6.53,18,19.7,Medium,0.55,2025-09-01
NRCAN-A1393,2022-11-01,British Columbia,Underground,"Sv,Ds,Bs",Medium,4591.29,26,4.52,76.79,79.98,374,4.03,376,71.87,5.84,12,21.1,Medium,0.55,2024-07-26
NRCAN-A1394,2021-01-24,British Columbia,Underground,"Sh,Cy",Medium,1097.59,10,21.49,49.83,78.62,67,3.39,957,2.88,8.35,19,15.7,Medium,0.6,2022-05-10
NRCAN-A1395,2021-09-23,British Columbia,Underground,"Cl,Fc",Large,4629.11,11,21.78,51.32,75.88,270,6.82,519,78.53,3.61,1,18.7,Low,0.5,2023-04-07
NRCAN-A1396,2024-11-01,British Columbia,Open-pit,Cl,Small,1169.2,26,27.85,43.6,75.7,239,5.19,309,88.13,8.0,18,20.7,Medium,0.65,2026-07-15
NRCAN-A1397,2023-03-10,British Columbia,Underground,Cl,Small,2655.09,12,2.07,25.22,116.18,236,5.87,599,8.99,7.67,10,12.5,High,0.8,2024-03-19
NRCAN-A1398,2023-12-01,British Columbia,Open-pit,"Cl,Fc",Medium,1724.67,8,10.27,85.87,10.1,189,5.63,974,77.01,6.58,18,15.4,Medium,0.5,2025-03-07
NRCAN-A1399,2022-07-05,British Columbia,Underground,Cl,Medium,581.4,27,10.06,20.96,67.87,198,5.05,920,25.17,7.2,17,13.1,Medium,0.75,2023-08-02
NRCAN-A14,2021-08-02,British Columbia,Underground,"Cu,Ag",Small,273.66,5,29.99,90.69,78.6,48,7.94,666,17.37,3.23,16,9.2,Medium,0.75,2022-05-05
NRCAN-A140,2024-08-01,British Columbia,Open-pit,"Cu,Au,Ag",Medium,1833.08,9,13.26,35.97,32.17,237,1.67,780,54.39,6.27,19,27.3,Low,0.4,2026-10-29
NRCAN-A1400,2022-10-24,British Columbia,Open-pit,Cl,Medium,246.25,11,7.3,2.65,81.19,118,2.1,723,55.27,6.27,7,27.7,Low,0.15,2025-02-01
NRCAN-A1401,2022-04-28,British Columbia,Open-pit,Cl,Medium,529.99,15,1.02,16.84,68.35,177,4.33,644,47.09,9.85,7,9.3,Medium,0.75,2023-02-01
NRCAN-A1402,2021-04-06,British Columbia,Open-pit,Cl,Medium,720.06,23,42.04,88.78,110.64,175,6.15,997,90.18,5.05,7,19.9,Medium,0.5,2022-11-24
NRCAN-A1403,2021-06-29,British Columbia,Underground,Cl,Large,19.56,17,48.58,12.84,52.99,137,6.74,326,24.16,2.8,13,12.3,Medium,0.65,2022-07-03
NRCAN-A1404,2020-07-13,British Columbia,Open-pit,Cl,Small,774.73,11,35.19,73.88,142.47,211,2.49,569,60.25,6.86,2,21.9,Low,0.35,2022-05-01
NRCAN-A1382,2024-12-15,British Columbia,Open-pit,"At,Sd,Gv",Medium,1647.84,12,34.56,95.65,115.94,143,2.96,579,33.65,5.91,17,18.5,Medium,0.5,2026-06-23
NRCAN-A1381,2023-01-04,British Columbia,Open-pit,"At,Sd,Gv",Large,2303.85,15,19.87,63.42,33.96,279,6.33,34,96.65,6.04,4,19.0,Low,0.5,2024-07-27
NRCAN-A1380,2023-03-29,British Columbia,Open-pit,"At,Sd,Gv",Small,3554.31,15,15.97,23.88,3.05,229,4.48,430,71.18,7.34,16,25.0,Medium,0.55,2025-04-17
NRCAN-A138,2023-08-16,British Columbia,Underground,"Ag,Au,Pb",Small,2184.63,17,3.25,83.26,136.26,215,4.03,76,56.77,7.34,0,20.2,Medium,0.6,2025-04-13
NRCAN-A1356,2023-11-28,British Columbia,Open-pit,"Cu,Ag,Au",Large,1600.92,4,13.87,63.95,32.27,197,6.54,462,95.68,7.88,16,15.1,Medium,0.6,2025-02-23
NRCAN-A1357,2025-01-18,British Columbia,Underground,Au,Large,3965.2,21,37.13,15.69,45.53,291,5.5,214,14.63,2.81,15,17.0,Medium,0.7,2026-06-12
NRCAN-A1358,2023-01-04,British Columbia,Underground,Cy,Medium,1806.94,28,30.91,47.24,79.53,137,5.87,628,7.93,7.17,15,14.3,Medium,0.75,2024-03-08
NRCAN-A1359,2021-04-20,British Columbia,Open-pit,Cy,Medium,1623.62,5,34.26,66.09,51.77,177,3.58,461,55.61,6.55,7,25.9,Low,0.35,2023-06-06
NRCAN-A136,2022-06-18,British Columbia,Open-pit,"Cu,Ag,Au",Large,4709.35,23,35.43,87.81,44.96,398,5.7,359,79.24,9.06,12,19.6,Medium,0.65,2024-01-27
NRCAN-A1360,2025-09-10,British Columbia,Open-pit,"Sh,Cy",Major,217.74,11,34.34,5.96,27.4,71,7.74,877,29.11,3.91,12,17.6,Medium,0.55,2027-02-20
NRCAN-A1361,2023-04-16,British Columbia,Underground,Cy,Major,3838.77,12,17.18,36.24,23.88,323,2.33,282,24.1,8.47,16,20.5,Medium,0.65,2024-12-21
NRCAN-A1362,2021-05-15,British Columbia,Open-pit,Cy,Medium,2420.64,16,15.64,61.6,70.94,236,4.81,490,51.77,9.45,7,16.8,Medium,0.65,2022-10-01
NRCAN-A1363,2025-09-29,British Columbia,Open-pit,"Sh,Cy",Large,4722.87,20,21.48,1.56,66.89,420,3.92,204,48.21,9.5,9,24.4,Low,0.45,2027-10-01
NRCAN-A1364,2025-10-16,British Columbia,Underground,Cy,Large,1973.42,21,40.4,24.35,117.77,250,7.67,294,47.96,6.28,19,13.4,High,0.8,2026-11-22
NRCAN-A1365,2022-12-13,British Columbia,Open-pit,"Gr,At,Ds",Major,3543.13,14,46.92,74.49,123.57,255,4.45,362,40.53,8.34,7,10.1,High,0.8,2023-10-12
NRCAN-A1366,2020-11-09,British Columbia,Open-pit,"Gr,Ds,At",Large,358.98,14,22.82,35.57,105.09,134,10.0,600,72.71,7.3,5,11.3,Medium,0.65,2021-10-14
NRCAN-A151,2021-03-27,British Columbia,Underground,"Au,Ag,Cu",Major,1406.89,27,5.56,86.64,33.73,155,6.79,316,74.86,4.83,9,17.7,Medium,0.5,2022-09-09
NRCAN-A1367,2025-07-02,British Columbia,Underground,"Gr,Ds,At",Small,4644.57,20,4.38,8.45,124.68,415,8.73,217,61.47,10.0,7,24.0,Medium,0.55,2027-06-22
NRCAN-A1369,2022-06-06,British Columbia,Underground,Fd,Small,2624.78,15,4.11,25.01,68.66,231,3.24,491,72.07,6.92,11,26.6,Low,0.4,2024-08-12
NRCAN-A137,2025-07-25,British Columbia,Open-pit,"Cu,Ag,Au",Small,701.02,8,8.04,70.17,42.97,87,8.14,74,26.17,7.03,18,10.5,High,0.85,2026-06-05
NRCAN-A1370,2025-05-22,British Columbia,Underground,Cy,Large,4728.33,27,43.4,90.02,37.77,325,5.09,805,89.18,4.45,18,21.0,Medium,0.55,2027-02-11
NRCAN-A1371,2021-11-12,British Columbia,Underground,Cy,Major,3368.12,5,27.62,52.79,106.9,189,3.21,72,38.42,5.47,1,23.0,Low,0.45,2023-10-03
NRCAN-A1372,2021-09-30,British Columbia,Open-pit,"Au,Ag,Cu",Medium,279.2,29,17.7,59.91,124.68,190,3.15,362,32.76,6.45,8,19.0,Medium,0.5,2023-04-23
NRCAN-A1373,2025-07-31,British Columbia,Open-pit,"At,Sd,Gv",Large,784.48,9,46.55,51.44,17.21,235,7.87,736,54.23,8.02,17,15.2,Medium,0.75,2026-10-30
NRCAN-A1374,2023-06-28,British Columbia,Underground,"At,Sd,Gv",Medium,2005.17,21,48.03,81.74,18.61,218,5.98,690,27.04,3.64,19,19.1,Medium,0.7,2025-01-21
NRCAN-A1375,2024-06-04,British Columbia,Underground,"At,Sd,Gv",Major,1091.69,16,16.61,24.17,95.91,169,3.32,79,26.87,7.37,3,19.5,Medium,0.55,2026-01-10
NRCAN-A1376,2025-02-08,British Columbia,Underground,"At,Sd,Gv",Large,1530.08,24,43.43,40.15,21.64,268,5.52,240,7.79,5.08,2,18.4,Medium,0.65,2026-08-14
NRCAN-A1377,2021-05-18,British Columbia,Underground,"At,Sd,Gv",Medium,4987.48,3,33.96,89.5,115.26,334,5.38,211,65.19,3.78,10,19.7,Medium,0.55,2022-12-30
NRCAN-A1378,2022-12-08,British Columbia,Open-pit,"At,Sd,Gv",Medium,3296.66,12,13.8,72.36,124.3,292,7.21,390,91.27,4.66,8,17.3,Medium,0.65,2024-05-10
NRCAN-A1379,2020-06-10,British Columbia,Open-pit,"At,Sd,Gv",Medium,4611.87,7,47.08,32.01,78.43,399,3.76,160,68.53,6.75,16,22.5,Low,0.4,2022-04-16
NRCAN-A1368,2021-09-10,British Columbia,Open-pit,"Gr,Ds,At",Large,1729.27,20,46.92,62.66,16.33,139,3.56,830,48.78,8.26,15,18.9,Medium,0.6,2023-03-31
NRCAN-A1720,2025-10-19,British Columbia,Underground,"Au,Zn,Cu",Major,1372.64,29,43.44,74.01,34.56,125,6.11,699,77.37,9.59,4,18.5,Medium,0.55,2027-04-27
NRCAN-A1510,2024-09-04,British Columbia,Underground,"Au,Pt,Ag",Large,2718.3,11,15.01,55.19,129.78,212,2.8,331,58.88,9.62,17,20.2,Low,0.5,2026-05-03
NRCAN-A1512,2023-04-06,British Columbia,Open-pit,"Au,Pt",Large,3730.77,12,15.12,32.03,104.32,290,8.4,592,32.3,5.87,10,9.3,High,0.8,2024-01-10
NRCAN-A1645,2023-08-17,British Columbia,Open-pit,"Jd,Gs",Large,4723.46,12,18.65,2.91,119.25,314,4.03,573,19.03,4.43,15,18.3,Low,0.5,2025-02-16
NRCAN-A1646,2021-03-11,British Columbia,Open-pit,"Ag,Sb,Pb",Medium,1607.85,26,48.29,95.52,132.87,194,4.8,102,72.45,8.46,11,19.9,Medium,0.6,2022-10-29
NRCAN-A1647,2023-09-21,British Columbia,Open-pit,"Au,Sb,Mo",Medium,4486.15,28,33.06,32.55,24.42,290,3.43,337,9.58,6.09,10,21.9,Medium,0.55,2025-07-09
NRCAN-A1648,2024-11-12,British Columbia,Open-pit,"Co,Au,Ur",Large,4871.53,24,39.13,33.44,83.1,255,4.91,991,51.2,6.39,6,19.0,Medium,0.55,2026-06-05
NRCAN-A1649,2024-05-02,British Columbia,Open-pit,Au,Medium,1216.05,17,6.5,92.29,124.73,156,2.42,990,53.6,7.24,9,28.2,Low,0.45,2026-08-26
NRCAN-A165,2022-02-10,British Columbia,Underground,"Pb,Ag,Zn",Medium,2575.05,24,20.9,83.62,69.23,281,4.77,635,95.54,2.22,2,22.0,Low,0.5,2023-12-02
NRCAN-A1650,2021-02-27,British Columbia,Underground,"Au,Ag,Cu",Medium,2676.44,5,9.66,68.69,118.25,264,4.69,801,86.94,7.11,4,17.7,Medium,0.6,2022-08-12
NRCAN-A1651,2022-08-04,British Columbia,Underground,Hg,Major,4332.18,29,43.02,65.85,95.71,402,3.24,935,49.17,5.59,8,20.5,Medium,0.55,2024-04-10
NRCAN-A1652,2024-11-19,British Columbia,Underground,"Au,Ag,Cu",Major,1526.5,20,7.7,80.11,108.11,216,8.47,986,84.42,8.08,3,17.0,Medium,0.7,2026-04-13
NRCAN-A1653,2025-05-03,British Columbia,Open-pit,"Au,Ag",Large,3992.23,10,22.0,16.89,137.82,236,6.71,356,79.06,6.28,15,19.2,Medium,0.55,2026-11-30
NRCAN-A1654,2021-03-25,British Columbia,Open-pit,"Au,Sb,Mo",Large,4855.33,18,2.78,66.43,62.52,303,7.95,356,2.79,4.56,16,17.5,High,0.8,2022-09-01
NRCAN-A1655,2024-09-14,British Columbia,Underground,"Au,Ag,Cu",Large,4203.28,3,31.75,9.84,115.65,243,5.62,635,92.21,5.99,18,26.6,Low,0.35,2026-11-21
NRCAN-A1656,2023-12-11,British Columbia,Open-pit,"Tc,Fl",Large,4546.61,13,24.15,12.65,106.9,388,6.47,117,68.79,4.05,19,17.7,Medium,0.55,2025-05-25
NRCAN-A1657,2025-11-03,British Columbia,Open-pit,"Jd,Au,Gs",Major,3544.69,13,24.95,24.28,65.85,367,5.22,806,67.2,9.12,14,17.4,Medium,0.65,2027-04-09
NRCAN-A1658,2025-06-30,British Columbia,Underground,"Au,Cu,Zn",Medium,4520.74,10,5.17,70.98,57.18,279,5.19,107,71.35,7.24,6,22.6,Medium,0.65,2027-05-09
